ID,Lect,no.,current Form symbol,new Form symbol,Local_Orthography symbol,note,todo,100%,4171,IN,OUT,LEN
279,alor1247-baran,18,g,,ibid.,,,,,g,g,1
270,alor1247-baran,16,d,,ibid.,,,,,d,d,1
302,alor1247-baran,15,s,,ibid.,,,,,s,s,1
296,alor1247-baran,10,o,,o,,,,,o,o,1
262,alor1247-baran,5,ɑ,,ibid.,,,,,n./a.,ɑ,1
259,alor1247-baran,2,+,,n./a.,,,,,n./a.,+,1
308,alor1247-baran,1,w,,w,,,,,w,w,1
319,alor1247-besar,33,dʒ,,ibid.,,,,,j,dʒ,2
314,alor1247-besar,8,ã,,ang,,,,,ang,ã,2
324,alor1247-besar,8,ɛ̃,,eng,,,,,eng,ɛ̃,2
342,alor1247-besar,6,rː,,r,,,,,r,rː,2
334,alor1247-besar,5,lː,,l,,,,,l,lː,2
329,alor1247-besar,4,ĩ,,ing,,,,,ing,ĩ,2
332,alor1247-besar,4,kː,,k,,,,,k,kː,2
337,alor1247-besar,4,nː,,n,,,,,n,nː,2
315,alor1247-besar,1,aː,,a,,,,,a,aː,2
321,alor1247-besar,1,ẽ,,eng,,,,,eng,ẽ,2
345,alor1247-besar,1,tː,,t,,,,,t,tː,2
347,alor1247-besar,1,ũ,,ung,,,,,ung,ũ,2
313,alor1247-besar,801,a,,ibid.,,,,,a,a,1
346,alor1247-besar,277,u,,u,,,,,u,u,1
338,alor1247-besar,255,ŋ,,ibid.,,,,,ng,ŋ,1
331,alor1247-besar,251,k,,ibid.,,,,,k,k,1
328,alor1247-besar,205,i,,i,,,,,i,i,1
333,alor1247-besar,198,l,,ibid.,,,,,l,l,1
344,alor1247-besar,152,t,,ibid.,,,,,t,t,1
311,alor1247-besar,147,_,, ,space,,,, ,_,1
341,alor1247-besar,146,r,,ibid.,,,,,r,r,1
317,alor1247-besar,137,ɔ,,ibid.,,,,,n./a.,ɔ,1
335,alor1247-besar,119,m,,ibid.,,,,,m,m,1
340,alor1247-besar,115,p,,ibid.,,,,,p,p,1
336,alor1247-besar,104,n,,ibid.,,,,,n,n,1
323,alor1247-besar,103,ɛ,,e,,,,,e,ɛ,1
320,alor1247-besar,99,e,,e,,,,,e,e,1
316,alor1247-besar,98,b,,ibid.,,,,,b,b,1
327,alor1247-besar,95,h,,ibid.,,,,,h,h,1
325,alor1247-besar,91,f,,ibid.,,,,,f,f,1
339,alor1247-besar,84,o,,o,,,,,o,o,1
326,alor1247-besar,48,g,,ibid.,,,,,g,g,1
318,alor1247-besar,39,d,,ibid.,,,,,d,d,1
343,alor1247-besar,34,s,,ibid.,,,,,s,s,1
322,alor1247-besar,10,ə,,a,,,,,a,ə,1
312,alor1247-besar,7,+,,n./a.,,,,,n./a.,+,1
330,alor1247-besar,1,j,,ibid.,,,,,y,j,1
348,alor1247-besar,1,w,,w,,,,,w,w,1
369,alor1247-munas,17,lː,,l,,,,,l,lː,2
385,alor1247-munas,14,dʒ,,ibid.,,,,,j,dʒ,2
358,alor1247-munas,9,dʒ,,ibid.,,,,,j,dʒ,2
378,alor1247-munas,8,rː,,r,,,,,r,rː,2
381,alor1247-munas,5,tː,,t,,,,,t,tː,2
372,alor1247-munas,4,nː,,n,,,,,n,nː,2
355,alor1247-munas,3,bː,,ibid.,,,,,n./a.,bː,2
376,alor1247-munas,3,pː,,p,,,,,p,pː,2
353,alor1247-munas,1,aː,,a,,,,,a,aː,2
365,alor1247-munas,1,i̤,,i,,,,,i,i̤,2
367,alor1247-munas,1,kː,,k,,,,,k,kː,2
352,alor1247-munas,728,a,,ibid.,,,,,a,a,1
366,alor1247-munas,334,k,,ibid.,,,,,k,k,1
382,alor1247-munas,330,u,,u,,,,,u,u,1
373,alor1247-munas,302,ŋ,,ibid.,,,,,ng,ŋ,1
364,alor1247-munas,267,i,,i,,,,,i,i,1
368,alor1247-munas,255,l,,ibid.,,,,,l,l,1
350,alor1247-munas,218,_,, ,space,,,, ,_,1
356,alor1247-munas,201,ɔ,,ibid.,,,,,n./a.,ɔ,1
380,alor1247-munas,187,t,,ibid.,,,,,t,t,1
377,alor1247-munas,185,r,,ibid.,,,,,r,r,1
361,alor1247-munas,158,ɛ,,é,,,,,é,ɛ,1
371,alor1247-munas,146,n,,ibid.,,,,,n,n,1
370,alor1247-munas,135,m,,ibid.,,,,,m,m,1
375,alor1247-munas,131,p,,ibid.,,,,,p,p,1
386,alor1247-munas,129,ʔ,,ibid.,,,,,’,ʔ,1
359,alor1247-munas,113,e,,é,,,,,é,e,1
363,alor1247-munas,113,h,,ibid.,,,,,h,h,1
354,alor1247-munas,110,b,,ibid.,,,,,b,b,1
384,alor1247-munas,101,w,,ibid.,,,,,w,w,1
360,alor1247-munas,98,ə,,e,,,,,e,ə,1
357,alor1247-munas,72,d,,ibid.,,,,,d,d,1
374,alor1247-munas,72,o,,o,,,,,o,o,1
362,alor1247-munas,61,g,,ibid.,,,,,g,g,1
379,alor1247-munas,39,s,,ibid.,,,,,s,s,1
351,alor1247-munas,2,+,,n./a.,,,,,n./a.,+,1
383,alor1247-munas,2,v,,w,,,,,w,v,1
420,alor1247-pandai,19,rː,,r,,,,,r,rː,2
427,alor1247-pandai,17,dʒ,,ibid.,,,,,j,dʒ,2
408,alor1247-pandai,13,kː,,k,,,,,k,kː,2
410,alor1247-pandai,12,lː,,l,,,,,l,lː,2
423,alor1247-pandai,8,tː,,t,,,,,t,tː,2
397,alor1247-pandai,7,dʒ,,ibid.,,,,,j,dʒ,2
393,alor1247-pandai,6,bː,,ibid.,,,,,n./a.,bː,2
418,alor1247-pandai,6,pː,,p,,,,,p,pː,2
412,alor1247-pandai,5,mː,,m,,,,,m,mː,2
414,alor1247-pandai,2,nː,,m,,,,,m,nː,2
391,alor1247-pandai,1,aː,,a,,,,,a,aː,2
396,alor1247-pandai,1,dː,,d,,,,,d,dː,2
403,alor1247-pandai,1,gː,,g,,,,,g,gː,2
426,alor1247-pandai,1,wː,,w,,,,,w,wː,2
390,alor1247-pandai,759,a,,ibid.,,,,,a,a,1
407,alor1247-pandai,313,k,,ibid.,,,,,k,k,1
424,alor1247-pandai,309,u,,u,,,,,u,u,1
415,alor1247-pandai,282,ŋ,,ibid.,,,,,ng,ŋ,1
405,alor1247-pandai,257,i,,i,,,,,i,i,1
409,alor1247-pandai,236,l,,ibid.,,,,,l,l,1
394,alor1247-pandai,179,ɔ,,ibid.,,,,,n./a.,ɔ,1
422,alor1247-pandai,179,t,,ibid.,,,,,t,t,1
388,alor1247-pandai,166,_,, ,space,,,, ,_,1
419,alor1247-pandai,165,r,,ibid.,,,,,r,r,1
413,alor1247-pandai,132,n,,ibid.,,,,,n,n,1
411,alor1247-pandai,131,m,,ibid.,,,,,m,m,1
417,alor1247-pandai,128,p,,ibid.,,,,,p,p,1
398,alor1247-pandai,123,e,,é,,,,,é,e,1
400,alor1247-pandai,113,ɛ,,é,,,,,é,ɛ,1
425,alor1247-pandai,101,w,,ibid.,,,,,w,w,1
404,alor1247-pandai,99,h,,ibid.,,,,,h,h,1
416,alor1247-pandai,91,o,,o,,,,,o,o,1
392,alor1247-pandai,88,b,,ibid.,,,,,b,b,1
395,alor1247-pandai,70,d,,ibid.,,,,,d,d,1
402,alor1247-pandai,66,g,,ibid.,,,,,g,g,1
399,alor1247-pandai,64,ə,,e,,,,,e,ə,1
421,alor1247-pandai,51,s,,ibid.,,,,,s,s,1
428,alor1247-pandai,2,ʔ,,ibid.,,,,,’,ʔ,1
401,alor1247-pandai,1,f,,ibid.,,,,,f,f,1
406,alor1247-pandai,1,j,,ibid.,,,,,y,j,1
389,alor1247-pandai,1,+,,n./a.,,,,,n./a.,+,1
168,atim1239,6,iː,,ii,,,,,ii,iː,2
156,atim1239,3,aː,,aa,,,,,aa,aː,2
161,atim1239,3,é,,é,,,,,é,é,2
163,atim1239,2,eː,,ee,,,,,ee,eː,2
182,atim1239,2,uː,,uu,,,,,uu,uː,2
162,atim1239,1,ẽ,,eng,,,,,eng,ẽ,2
176,atim1239,1,õ,,ong,,,,,ong,õ,2
155,atim1239,503,a,,ibid.,,,,,a,a,1
166,atim1239,236,i,,i,,,,,i,i,1
170,atim1239,197,k,,ibid.,,,,,k,k,1
180,atim1239,167,t,,ibid.,,,,,t,t,1
181,atim1239,156,u,,u,,,,,u,u,1
160,atim1239,144,e,,e,,,,,e,e,1
171,atim1239,117,l,,ibid.,,,,,l,l,1
175,atim1239,100,o,,o,,,,,o,o,1
174,atim1239,93,ŋ,,ibid.,,,,,ng,ŋ,1
165,atim1239,75,h,,ibid.,,,,,h,h,1
173,atim1239,71,n,,ibid.,,,,,n,n,1
178,atim1239,70,r,,ibid.,,,,,r,r,1
153,atim1239,69,_,, ,space,,,, ,_,1
172,atim1239,63,m,,ibid.,,,,,m,m,1
157,atim1239,58,b,,ibid.,,,,,b,b,1
164,atim1239,48,f,,ibid.,,,,,f,f,1
184,atim1239,46,w,,ibid.,,,,,w,w,1
159,atim1239,39,d,,ibid.,,,,,d,d,1
169,atim1239,39,j,,ibid.,,,,,y,j,1
154,atim1239,35,+,,n./a.,,,,,n./a.,+,1
179,atim1239,34,s,,ibid.,,,,,s,s,1
177,atim1239,22,p,,ibid.,,,,,p,p,1
183,atim1239,5,v,,w,,,,,w,v,1
185,atim1239,2,ʔ,,ibid.,,,,,’,ʔ,1
167,atim1239,1,ɪ,,i,,,,,i,ɪ,1
158,atim1239,1,ɔ,,ibid.,,,,,n./a.,ɔ,1
470,baka1276,23,dʒ,,ibid.,,,,,j,dʒ,2
467,baka1276,8,aː,,aa,,,,,aa,aː,2
476,baka1276,1,iː,,ii,,,,,ii,iː,2
466,baka1276,322,a,,ibid.,,,,,a,a,1
475,baka1276,165,i,,i,,,,,i,i,1
488,baka1276,142,u,,u,,,,,u,u,1
487,baka1276,127,t,,ibid.,,,,,t,t,1
471,baka1276,120,e,,e,,,,,e,e,1
482,baka1276,111,ŋ,,ibid.,,,,,ng,ŋ,1
485,baka1276,103,r,,ibid.,,,,,r,r,1
479,baka1276,99,l,,ibid.,,,,,l,l,1
468,baka1276,87,b,,ibid.,,,,,b,b,1
483,baka1276,86,o,,o,,,,,o,o,1
478,baka1276,81,k,,ibid.,,,,,k,k,1
464,baka1276,80,_,, ,space,,,, ,_,1
480,baka1276,77,m,,ibid.,,,,,m,m,1
469,baka1276,60,d,,ibid.,,,,,d,d,1
481,baka1276,54,n,,ibid.,,,,,n,n,1
489,baka1276,40,v,,v,,,,,v,v,1
474,baka1276,36,h,,ibid.,,,,,h,h,1
484,baka1276,30,p,,ibid.,,,,,p,p,1
486,baka1276,18,s,,ibid.,,,,,s,s,1
490,baka1276,12,w,,u,,,,,u,w,1
477,baka1276,11,j,,ibid.,,,,,y,j,1
472,baka1276,8,ə,,a,,,,,a,ə,1
473,baka1276,7,g,,ibid.,,,,,g,g,1
491,baka1276,3,ʔ,,ibid.,,,,,’,ʔ,1
465,baka1276,1,+,,n./a.,,,,,n./a.,+,1
461,bima1247,94,ɲdʒ,ɲ͡d͡ʒ,nj,,,,,nj,ɲdʒ,3
460,bima1247,93,ɲtʃ,ɲ͡t͡ʃ,nc,,,,,nc,ɲtʃ,3
459,bima1247,92,nt,n͡t,nt,,,,,nt,nt,2
458,bima1247,91,nd,n͡d,nd,,,,,nd,nd,2
457,bima1247,90,mp,m͡p,mp,,,,,mp,mp,2
456,bima1247,89,mb,m͡b,mb,,,,,mb,mb,2
453,bima1247,48,tʃ,,ibid.,,,,,c,tʃ,2
436,bima1247,37,dʒ,,ibid.,,,,,j,dʒ,2
431,bima1247,827,a,,ibid.,,,,,a,a,1
441,bima1247,365,i,,i,,,,,i,i,1
454,bima1247,350,u,,u,,,,,u,u,1
448,bima1247,324,o,,o,,,,,o,o,1
437,bima1247,228,e,,e,,,,,e,e,1
445,bima1247,181,n,,ibid.,,,,,n,n,1
444,bima1247,180,m,,ibid.,,,,,m,m,1
450,bima1247,177,r,,ibid.,,,,,r,r,1
442,bima1247,168,k,,ibid.,,,,,k,k,1
434,bima1247,135,d,,ibid.,,,,,d,d,1
452,bima1247,134,t,,ibid.,,,,,t,t,1
449,bima1247,126,p,,ibid.,,,,,p,p,1
430,bima1247,122,_,, ,space,,,, ,_,1
443,bima1247,122,l,,ibid.,,,,,l,l,1
451,bima1247,113,s,,ibid.,,,,,s,s,1
447,bima1247,94,ŋ,,ibid.,,,,,ng,ŋ,1
455,bima1247,88,ʋ,,w,,,,,w,ʋ,1
439,bima1247,71,g,,ibid.,,,,,g,g,1
462,bima1247,69,ʔ,,ibid.,,,,,’,ʔ,1
440,bima1247,67,h,,ibid.,,,,,h,h,1
432,bima1247,65,b,,ibid.,,,,,b,b,1
435,bima1247,64,ɗ,,dh,,,,,dh,ɗ,1
433,bima1247,63,ɓ,,bh,,,,,bh,ɓ,1
438,bima1247,33,f,,ibid.,,,,,f,f,1
446,bima1247,14,ɲ,,n,,,,,n,ɲ,1
538,blag1240-bama,13,dʒ,,ibid.,,,,,j,dʒ,2
534,blag1240-bama,3,aː,,aa,,,,,aa,aː,2
557,blag1240-bama,3,uː,,uu,,,,,uu,uː,2
537,blag1240-bama,1,dː,,d,,,,,d,dː,2
550,blag1240-bama,1,oː,,oo,,,,,oo,oː,2
559,blag1240-bama,,w#,,u#,,,,,u#,w#,2
533,blag1240-bama,354,a,,ibid.,,,,,a,a,1
542,blag1240-bama,187,i,,i,,,,,i,i,1
556,blag1240-bama,178,u,,u,,,,,u,u,1
555,blag1240-bama,144,t,,ibid.,,,,,t,t,1
539,blag1240-bama,130,e,,e,,,,,e,e,1
553,blag1240-bama,112,r,,ibid.,,,,,r,r,1
545,blag1240-bama,101,l,,ibid.,,,,,l,l,1
544,blag1240-bama,100,k,,ibid.,,,,,k,k,1
548,blag1240-bama,99,ŋ,,ibid.,,,,,ng,ŋ,1
549,blag1240-bama,80,o,,o,,,,,o,o,1
546,blag1240-bama,78,m,,ibid.,,,,,m,m,1
535,blag1240-bama,67,b,,ibid.,,,,,b,b,1
540,blag1240-bama,63,g,,ibid.,,,,,g,g,1
547,blag1240-bama,63,n,,ibid.,,,,,n,n,1
531,blag1240-bama,57,_,, ,space,,,, ,_,1
554,blag1240-bama,56,s,,ibid.,,,,,s,s,1
560,blag1240-bama,48,w,,w,,,,,w,w,1
536,blag1240-bama,42,d,,ibid.,,,,,d,d,1
551,blag1240-bama,37,p,,ibid.,,,,,p,p,1
561,blag1240-bama,35,x,,x,,,,,x,x,1
552,blag1240-bama,29,q,,q,,,,,q,q,1
558,blag1240-bama,10,v,,v,,,,,v,v,1
543,blag1240-bama,5,j,,ibid.,,,,,y,j,1
562,blag1240-bama,2,ʔ,,ibid.,,,,,’,ʔ,1
541,blag1240-bama,1,h,,ibid.,,,,,h,h,1
532,blag1240-bama,1,+,,n./a.,,,,,n./a.,+,1
572,blag1240-kulij,25,dʒ,,ibid.,,,,,j,dʒ,2
567,blag1240-kulij,5,aː,,aa,,,,,aa,aː,2
582,blag1240-kulij,4,lː,,l,,,,,l,lː,2
593,blag1240-kulij,4,rː,,r,,,,,r,rː,2
584,blag1240-kulij,2,mː,,m,,,,,m,mː,2
591,blag1240-kulij,2,pː,,p,,,,,p,pː,2
571,blag1240-kulij,1,dː,,d,,,,,d,dː,2
574,blag1240-kulij,1,é,,é,,,,,é,é,2
569,blag1240-kulij,1,bː,,ibid.,,,,,n./a.,bː,2
586,blag1240-kulij,1,nː,,n,,,,,n,nː,2
589,blag1240-kulij,1,oː,,oo,,,,,oo,oː,2
598,blag1240-kulij,,w#,,u#,,,,,u#,w#,2
566,blag1240-kulij,316,a,,ibid.,,,,,a,a,1
578,blag1240-kulij,181,i,,i,,,,,i,i,1
595,blag1240-kulij,141,t,,ibid.,,,,,t,t,1
573,blag1240-kulij,133,e,,e,,,,,e,e,1
596,blag1240-kulij,133,u,,u,,,,,u,u,1
587,blag1240-kulij,107,ŋ,,ibid.,,,,,ng,ŋ,1
592,blag1240-kulij,99,r,,ibid.,,,,,r,r,1
588,blag1240-kulij,92,o,,o,,,,,o,o,1
581,blag1240-kulij,91,l,,ibid.,,,,,l,l,1
568,blag1240-kulij,85,b,,ibid.,,,,,b,b,1
583,blag1240-kulij,76,m,,ibid.,,,,,m,m,1
580,blag1240-kulij,71,k,,ibid.,,,,,k,k,1
564,blag1240-kulij,69,_,, ,space,,,, ,_,1
585,blag1240-kulij,58,n,,ibid.,,,,,n,n,1
599,blag1240-kulij,56,w,,w,,,,,w,w,1
570,blag1240-kulij,49,d,,ibid.,,,,,d,d,1
577,blag1240-kulij,45,h,,ibid.,,,,,h,h,1
601,blag1240-kulij,35,ʔ,,ibid.,,,,,’,ʔ,1
590,blag1240-kulij,34,p,,ibid.,,,,,p,p,1
594,blag1240-kulij,24,s,,ibid.,,,,,s,s,1
575,blag1240-kulij,19,ə,,a,,,,,a,ə,1
597,blag1240-kulij,19,v,,w,,,,,w,v,1
579,blag1240-kulij,15,j,,ibid.,,,,,y,j,1
576,blag1240-kulij,13,g,,ibid.,,,,,g,g,1
565,blag1240-kulij,4,+,,n./a.,,,,,n./a.,+,1
600,blag1240-kulij,1,x,,x,,,,,x,x,1
609,blag1240-nule,25,dʒ,,ibid.,,,,,j,dʒ,2
605,blag1240-nule,12,aː,,aa,,,,,aa,aː,2
624,blag1240-nule,7,oː,,oo,,,,,oo,oː,2
612,blag1240-nule,4,eː,,ee,,,,,ee,eː,2
630,blag1240-nule,4,uː,,uu,,,,,uu,uː,2
616,blag1240-nule,2,iː,,ii,,,,,ii,iː,2
608,blag1240-nule,1,dː,,d,,,,,d,dː,2
632,blag1240-nule,,w#,,u#,,,,,u#,w#,2
604,blag1240-nule,347,a,,ibid.,,,,,a,a,1
628,blag1240-nule,177,t,,ibid.,,,,,t,t,1
615,blag1240-nule,164,i,,i,,,,,i,i,1
629,blag1240-nule,150,u,,u,,,,,u,u,1
610,blag1240-nule,146,e,,e,,,,,e,e,1
626,blag1240-nule,130,r,,ibid.,,,,,r,r,1
619,blag1240-nule,114,l,,ibid.,,,,,l,l,1
622,blag1240-nule,110,ŋ,,ibid.,,,,,ng,ŋ,1
606,blag1240-nule,96,b,,ibid.,,,,,b,b,1
620,blag1240-nule,96,m,,ibid.,,,,,m,m,1
603,blag1240-nule,90,_,, ,space,,,, ,_,1
623,blag1240-nule,90,o,,o,,,,,o,o,1
618,blag1240-nule,89,k,,ibid.,,,,,k,k,1
621,blag1240-nule,75,n,,ibid.,,,,,n,n,1
607,blag1240-nule,50,d,,ibid.,,,,,d,d,1
611,blag1240-nule,46,ə,,a,,,,,a,ə,1
625,blag1240-nule,43,p,,ibid.,,,,,p,p,1
631,blag1240-nule,42,v,,v,,,,,v,v,1
633,blag1240-nule,27,w,,ibid.,,,,,w,w,1
614,blag1240-nule,24,h,,ibid.,,,,,h,h,1
627,blag1240-nule,23,s,,ibid.,,,,,s,s,1
634,blag1240-nule,21,ʔ,,ibid.,,,,,’,ʔ,1
617,blag1240-nule,20,j,,ibid.,,,,,y,j,1
613,blag1240-nule,9,g,,ibid.,,,,,g,g,1
642,blag1240-tuntu,14,dʒ,,ibid.,,,,,j,dʒ,2
639,blag1240-tuntu,5,aː,,aa,,,,,aa,aː,2
644,blag1240-tuntu,1,e̯,,e,,,,,e,e̯,2
662,blag1240-tuntu,1,uː,,uu,,,,,uu,uː,2
664,blag1240-tuntu,,w#,,u#,,,,,u#,w#,2
638,blag1240-tuntu,371,a,,ibid.,,,,,a,a,1
648,blag1240-tuntu,205,i,,i,,,,,i,i,1
661,blag1240-tuntu,168,u,,u,,,,,u,u,1
660,blag1240-tuntu,156,t,,ibid.,,,,,t,t,1
643,blag1240-tuntu,136,e,,e,,,,,e,e,1
658,blag1240-tuntu,118,r,,ibid.,,,,,r,r,1
651,blag1240-tuntu,102,l,,ibid.,,,,,l,l,1
650,blag1240-tuntu,94,k,,ibid.,,,,,k,k,1
654,blag1240-tuntu,94,ŋ,,ibid.,,,,,ng,ŋ,1
655,blag1240-tuntu,92,o,,o,,,,,o,o,1
652,blag1240-tuntu,75,m,,ibid.,,,,,m,m,1
636,blag1240-tuntu,70,_,, ,space,,,, ,_,1
646,blag1240-tuntu,64,g,,ibid.,,,,,g,g,1
640,blag1240-tuntu,62,b,,ibid.,,,,,b,b,1
653,blag1240-tuntu,59,n,,ibid.,,,,,n,n,1
659,blag1240-tuntu,56,s,,ibid.,,,,,s,s,1
657,blag1240-tuntu,56,q,,q,,,,,q,q,1
641,blag1240-tuntu,44,d,,ibid.,,,,,d,d,1
656,blag1240-tuntu,43,p,,ibid.,,,,,p,p,1
665,blag1240-tuntu,39,w,,ibid.,,,,,w,w,1
663,blag1240-tuntu,38,v,,v,,,,,v,v,1
666,blag1240-tuntu,27,x,,x,,,,,x,x,1
649,blag1240-tuntu,15,j,,ibid.,,,,,y,j,1
667,blag1240-tuntu,6,ʔ,,ibid.,,,,,’,ʔ,1
647,blag1240-tuntu,5,h,,ibid.,,,,,h,h,1
645,blag1240-tuntu,2,ə,,a,,,,,a,ə,1
637,blag1240-tuntu,1,+,,n./a.,,,,,n./a.,+,1
675,blag1240-warsa,26,dʒ,,ibid.,,,,,j,dʒ,2
678,blag1240-warsa,3,eː,,ee,,,,,ee,eː,2
672,blag1240-warsa,2,aː,,aa,,,,,aa,aː,2
682,blag1240-warsa,2,iː,,ii,,,,,ii,iː,2
690,blag1240-warsa,2,oː,,oo,,,,,oo,oː,2
698,blag1240-warsa,2,uː,,uu,,,,,uu,uː,2
700,blag1240-warsa,,w#,,u#,,,,,u#,w#,2
671,blag1240-warsa,412,a,,ibid.,,,,,a,a,1
681,blag1240-warsa,247,i,,i,,,,,i,i,1
696,blag1240-warsa,172,u,,u,,,,,u,u,1
676,blag1240-warsa,164,e,,e,,,,,e,e,1
695,blag1240-warsa,162,t,,ibid.,,,,,t,t,1
693,blag1240-warsa,131,r,,ibid.,,,,,r,r,1
689,blag1240-warsa,130,o,,o,,,,,o,o,1
685,blag1240-warsa,127,l,,ibid.,,,,,l,l,1
684,blag1240-warsa,110,k,,ibid.,,,,,k,k,1
688,blag1240-warsa,105,ŋ,,ibid.,,,,,ng,ŋ,1
686,blag1240-warsa,96,m,,ibid.,,,,,m,m,1
669,blag1240-warsa,87,_,, ,space,,,, ,_,1
702,blag1240-warsa,80,x,,x,,,,,x,x,1
673,blag1240-warsa,79,b,,ibid.,,,,,b,b,1
679,blag1240-warsa,77,g,,ibid.,,,,,g,g,1
687,blag1240-warsa,77,n,,ibid.,,,,,n,n,1
694,blag1240-warsa,77,s,,ibid.,,,,,s,s,1
699,blag1240-warsa,55,v,,v,,,,,v,v,1
674,blag1240-warsa,51,d,,ibid.,,,,,d,d,1
691,blag1240-warsa,46,p,,ibid.,,,,,p,p,1
670,blag1240-warsa,20,+,,n./a.,,,,,n./a.,+,1
701,blag1240-warsa,12,w,,v,,,,,v,w,1
677,blag1240-warsa,10,ə,,a,,,,,a,ə,1
692,blag1240-warsa,7,q,,q,,,,,q,q,1
703,blag1240-warsa,4,ʔ,,ibid.,,,,,’,ʔ,1
680,blag1240-warsa,3,h,,ibid.,,,,,h,h,1
683,blag1240-warsa,1,j,,ibid.,,,,,y,j,1
697,blag1240-warsa,1,ʊ,,u,,,,,u,ʊ,1
741,buna1278-bobon,43,tʃ,,ibid.,,,,,c,tʃ,2
710,buna1278-bobon,11,aː,,a,,,,,a,aː,2
726,buna1278-bobon,9,iː,,i,,,,,i,iː,2
743,buna1278-bobon,6,uː,,u,,,,,u,uː,2
713,buna1278-bobon,4,ɔː,,oo,,,,,oo,ɔː,2
718,buna1278-bobon,2,eː,,e,,,,,e,eː,2
720,buna1278-bobon,2,ɛː,,e,,,,,e,ɛː,2
715,buna1278-bobon,2,dʒ,,ibid.,,,,,j,dʒ,2
725,buna1278-bobon,1,iˑ,,i,,,,,i,iˑ,2
709,buna1278-bobon,1,aˑ,,ibid.,,,,,n./a.,aˑ,2
729,buna1278-bobon,1,k̚,,k,,,,,k,k̚,2
731,buna1278-bobon,1,lˑ,,l,,,,,l,lˑ,2
736,buna1278-bobon,1,oː,,o,,,,,o,oː,2
707,buna1278-bobon,357,a,,ibid.,,,,,a,a,1
724,buna1278-bobon,330,i,,i,,,,,i,i,1
730,buna1278-bobon,325,l,,ibid.,,,,,l,l,1
722,buna1278-bobon,256,g,,ibid.,,,,,g,g,1
742,buna1278-bobon,226,u,,u,,,,,u,u,1
719,buna1278-bobon,224,ɛ,,e,,,,,e,ɛ,1
733,buna1278-bobon,220,n,,ibid.,,,,,n,n,1
705,buna1278-bobon,212,_,, ,space,,,, ,_,1
712,buna1278-bobon,209,ɔ,,ibid.,,,,,n./a.,ɔ,1
740,buna1278-bobon,206,t,,ibid.,,,,,t,t,1
739,buna1278-bobon,170,s,,ibid.,,,,,s,s,1
735,buna1278-bobon,169,o,,o,,,,,o,o,1
723,buna1278-bobon,159,h,,ibid.,,,,,h,h,1
716,buna1278-bobon,103,e,,e,,,,,e,e,1
732,buna1278-bobon,103,m,,ibid.,,,,,m,m,1
728,buna1278-bobon,102,k,,ibid.,,,,,k,k,1
746,buna1278-bobon,102,ʔ,,ibid.,,,,,’,ʔ,1
711,buna1278-bobon,80,b,,ibid.,,,,,b,b,1
737,buna1278-bobon,69,p,,ibid.,,,,,p,p,1
738,buna1278-bobon,59,r,,ibid.,,,,,r,r,1
745,buna1278-bobon,32,z,,z,,,,,z,z,1
714,buna1278-bobon,31,d,,ibid.,,,,,d,d,1
721,buna1278-bobon,18,f,,ibid.,,,,,f,f,1
706,buna1278-bobon,6,+,,n./a.,,,,,n./a.,+,1
708,buna1278-bobon,3,ɑ,,ibid.,,,,,n./a.,ɑ,1
744,buna1278-bobon,3,w,,w,,,,,w,w,1
727,buna1278-bobon,2,j,,ibid.,,,,,y,j,1
717,buna1278-bobon,1,ə,,a,,,,,a,ə,1
734,buna1278-bobon,1,ŋ,,ibid.,,,,,ng,ŋ,1
762,buna1278-malia,1,ɛ̃ː,,e,,,,,e,ɛ̃ː,3
781,buna1278-malia,17,tʃ,,ibid.,,,,,c,tʃ,2
767,buna1278-malia,8,iː,,i,,,,,i,iː,2
752,buna1278-malia,6,aː,,a,,,,,a,aː,2
783,buna1278-malia,5,uː,,u,,,,,u,uː,2
757,buna1278-malia,3,dʒ,,ibid.,,,,,j,dʒ,2
760,buna1278-malia,2,eː,,e,,,,,e,eː,2
775,buna1278-malia,1,oː,,o,,,,,o,oː,2
761,buna1278-malia,113,ɛ,,e,,,,,e,ɛ,1
765,buna1278-malia,104,i,,i,,,,,i,i,1
788,buna1278-malia,101,ʔ,,ibid.,,,,,’,ʔ,1
770,buna1278-malia,99,l,,ibid.,,,,,l,l,1
772,buna1278-malia,96,n,,ibid.,,,,,n,n,1
755,buna1278-malia,93,ɔ,,ibid.,,,,,n./a.,ɔ,1
751,buna1278-malia,81,ɑ,,ibid.,,,,,n./a.,ɑ,1
763,buna1278-malia,81,g,,ibid.,,,,,g,g,1
764,buna1278-malia,81,h,,ibid.,,,,,h,h,1
782,buna1278-malia,81,u,,u,,,,,u,u,1
780,buna1278-malia,68,t,,ibid.,,,,,t,t,1
779,buna1278-malia,53,s,,ibid.,,,,,s,s,1
750,buna1278-malia,47,a,,ibid.,,,,,a,a,1
748,buna1278-malia,43,_,, ,space,,,, ,_,1
753,buna1278-malia,39,b,,ibid.,,,,,b,b,1
769,buna1278-malia,38,k,,ibid.,,,,,k,k,1
771,buna1278-malia,38,m,,ibid.,,,,,m,m,1
774,buna1278-malia,31,o,,o,,,,,o,o,1
777,buna1278-malia,23,r,,ibid.,,,,,r,r,1
776,buna1278-malia,22,p,,ibid.,,,,,p,p,1
758,buna1278-malia,19,e,,e,,,,,e,e,1
