ID,Lect,no.,current Form symbol,new Form symbol,Local_Orthography symbol,note,todo,100%,4171,IN,OUT,LEN
1274,kafo1240,35,o,,o,,,,,o,o,1
1262,kafo1240,33,h,,ibid.,,,,,h,h,1
1273,kafo1240,32,ŋ,,ibid.,,,,,ng,ŋ,1
1260,kafo1240,24,f,,ibid.,,,,,f,f,1
1276,kafo1240,24,p,,ibid.,,,,,p,p,1
1252,kafo1240,23,b,,ibid.,,,,,b,b,1
1284,kafo1240,20,w,,ibid.,,,,,w,w,1
1261,kafo1240,18,g,,ibid.,,,,,g,g,1
1264,kafo1240,16,ɪ,,i,,,,,i,ɪ,1
1248,kafo1240,12,a,,ibid.,,,,,a,a,1
1271,kafo1240,8,ɰ,,g,,,,,g,ɰ,1
1254,kafo1240,8,d,,ibid.,,,,,d,d,1
1278,kafo1240,8,s,,ibid.,,,,,s,s,1
1286,kafo1240,7,ʔ,,ibid.,,,,,’,ʔ,1
1266,kafo1240,3,j,,ibid.,,,,,y,j,1
1247,kafo1240,2,_,, ,space,,,, ,_,1
1256,kafo1240,2,e,,e,,,,,e,e,1
1257,kafo1240,2,ə,,zero,,,,,zero,ə,1
1253,kafo1240,1,ɔ,,ibid.,,,,,n./a.,ɔ,1
1267,kafo1240,1,ɟ,d͡ʒ,j,,,,,j,ɟ,1
1285,kafo1240,1,x,,k,,,,,k,x,1
1292,kama1365,116,aː,,aa,,,,,aa,aː,2
1298,kama1365,27,eː,,ee,,,,,ee,eː,2
1314,kama1365,25,oː,,oo,,,,,oo,oː,2
1305,kama1365,22,iː,,ii,,,,,ii,iː,2
1321,kama1365,13,uː,,uu,,,,,uu,uː,2
1296,kama1365,2,dʒ,,ibid.,,,,,j,dʒ,2
1308,kama1365,1,kː,,k,,,,,k,kː,2
1290,kama1365,475,a,,ibid.,,,,,a,a,1
1303,kama1365,323,i,,i,,,,,i,i,1
1307,kama1365,212,k,,ibid.,,,,,k,k,1
1318,kama1365,192,t,,ibid.,,,,,t,t,1
1309,kama1365,171,l,,ibid.,,,,,l,l,1
1311,kama1365,135,n,,ibid.,,,,,n,n,1
1319,kama1365,133,u,,u,,,,,u,u,1
1317,kama1365,124,s,,ibid.,,,,,s,s,1
1312,kama1365,120,ŋ,,ibid.,,,,,ng,ŋ,1
1288,kama1365,112,_,, ,space,,,, ,_,1
1310,kama1365,107,m,,ibid.,,,,,m,m,1
1293,kama1365,106,b,,ibid.,,,,,b,b,1
1297,kama1365,104,e,,e,,,,,e,e,1
1313,kama1365,96,o,,o,,,,,o,o,1
1322,kama1365,95,w,,ibid.,,,,,w,w,1
1289,kama1365,70,+,,n./a.,,,,,n./a.,+,1
1315,kama1365,59,p,,ibid.,,,,,p,p,1
1291,kama1365,43,ɑ,,ibid.,,,,,n./a.,ɑ,1
1300,kama1365,43,f,,ibid.,,,,,f,f,1
1316,kama1365,40,r,,ibid.,,,,,r,r,1
1295,kama1365,37,d,,ibid.,,,,,d,d,1
1302,kama1365,32,h,,ibid.,,,,,h,h,1
1301,kama1365,24,g,,ibid.,,,,,g,g,1
1304,kama1365,17,ɪ,,i,,,,,i,ɪ,1
1324,kama1365,16,ʔ,,ibid.,,,,,’,ʔ,1
1299,kama1365,14,ɛ,,e,,,,,e,ɛ,1
1306,kama1365,14,j,,ibid.,,,,,y,j,1
1294,kama1365,9,ɔ,,ibid.,,,,,n./a.,ɔ,1
1320,kama1365,3,ʊ,,u,,,,,u,ʊ,1
1323,kama1365,1,x,,k,,,,,k,x,1
1352,keda1252,2,ṳ,,u,,,,,u,ṳ,2
1329,keda1252,1,ã,,a,,,,,a,ã,2
1334,keda1252,1,e̤,,e,,,,,e,e̤,2
1338,keda1252,1,i̤,,i,,,,,i,i̤,2
1332,keda1252,1,dʒ,,ibid.,,,,,j,dʒ,2
1346,keda1252,1,o̤,,o,,,,,o,o̤,2
1328,keda1252,126,a,,ibid.,,,,,a,a,1
1333,keda1252,97,e,,e,,,,,e,e,1
1337,keda1252,67,i,,i,,,,,i,i,1
1351,keda1252,59,u,,u,,,,,u,u,1
1343,keda1252,54,n,,ibid.,,,,,n,n,1
1345,keda1252,53,o,,o,,,,,o,o,1
1354,keda1252,52,ʔ,,ibid.,,,,,’,ʔ,1
1350,keda1252,41,t,,ibid.,,,,,t,t,1
1348,keda1252,40,r,,ibid.,,,,,r,r,1
1341,keda1252,39,l,,ibid.,,,,,l,l,1
1344,keda1252,33,ŋ,,ibid.,,,,,ng,ŋ,1
1330,keda1252,32,b,,ibid.,,,,,b,b,1
1342,keda1252,25,m,,ibid.,,,,,m,m,1
1347,keda1252,24,p,,ibid.,,,,,p,p,1
1353,keda1252,24,w,,ibid.,,,,,w,w,1
1331,keda1252,21,d,,ibid.,,,,,d,d,1
1339,keda1252,15,j,,ibid.,,,,,y,j,1
1340,keda1252,12,k,,ibid.,,,,,k,k,1
1336,keda1252,11,h,,ibid.,,,,,h,h,1
1326,keda1252,9,_,, ,space,,,, ,_,1
1349,keda1252,5,s,,ibid.,,,,,s,s,1
1335,keda1252,2,ə,,e,,,,,e,ə,1
1327,keda1252,1,+,,n./a.,,,,,n./a.,+,1
1391,keda1252-leuba,7,dʒ,,ibid.,,,,,j,dʒ,2
1359,keda1252-leuba,4,aː,,a,,,,,a,aː,2
1366,keda1252-leuba,4,eː,,ee,,,,,ee,eː,2
1373,keda1252-leuba,4,iː,,ii,,,,,ii,iː,2
1388,keda1252-leuba,2,uː,,uu,,,,,uu,uː,2
1393,keda1252-leuba,1,ʔ̚,ʔ,’,,,,,’,ʔ̚,2
1368,keda1252-leuba,1,ɛː,,e,,,,,e,ɛː,2
1384,keda1252-leuba,1,tʃ,,ibid.,,,,,c,tʃ,2
1362,keda1252-leuba,1,ɔː,,oo,,,,,oo,ɔː,2
1387,keda1252-leuba,1,ũ,,u,,,,,u,ũ,2
1357,keda1252-leuba,408,a,,ibid.,,,,,a,a,1
1392,keda1252-leuba,340,ʔ,,ibid.,,,,,’,ʔ,1
1386,keda1252-leuba,292,u,,u,,,,,u,u,1
1371,keda1252-leuba,197,i,,i,,,,,i,i,1
1378,keda1252-leuba,180,n,,ibid.,,,,,n,n,1
1367,keda1252-leuba,168,ɛ,,˞è,,,,,˞è,ɛ,1
1364,keda1252-leuba,153,e,,e,,,,,e,e,1
1376,keda1252-leuba,153,l,,ibid.,,,,,l,l,1
1382,keda1252-leuba,153,r,,ibid.,,,,,r,r,1
1385,keda1252-leuba,130,t,,ibid.,,,,,t,t,1
1356,keda1252-leuba,122,_,, ,space,,,, ,_,1
1389,keda1252-leuba,106,w,,ibid.,,,,,w,w,1
1381,keda1252-leuba,104,p,,ibid.,,,,,p,p,1
1361,keda1252-leuba,101,ɔ,,ibid.,,,,,n./a.,ɔ,1
1379,keda1252-leuba,87,ŋ,,ibid.,,,,,ng,ŋ,1
1360,keda1252-leuba,86,b,,ibid.,,,,,b,b,1
1377,keda1252-leuba,85,m,,ibid.,,,,,m,m,1
1370,keda1252-leuba,64,h,,ibid.,,,,,h,h,1
1363,keda1252-leuba,62,d,,ibid.,,,,,d,d,1
1375,keda1252-leuba,55,k,,ibid.,,,,,k,k,1
1383,keda1252-leuba,30,s,,ibid.,,,,,s,s,1
1380,keda1252-leuba,29,o,,o,,,,,o,o,1
1374,keda1252-leuba,28,j,,ibid.,,,,,y,j,1
1358,keda1252-leuba,19,ɑ,,ibid.,,,,,n./a.,ɑ,1
1365,keda1252-leuba,10,ə,,e,,,,,e,ə,1
1372,keda1252-leuba,3,ɪ,,i,,,,,i,ɪ,1
1369,keda1252-leuba,3,g,,ibid.,,,,,g,g,1
1390,keda1252-leuba,1,x,,kh,,,,,kh,x,1
1397,keda1252-leuwa,17,a̘,,a,,,,,a,a̘,2
1420,keda1252-leuwa,13,u̘,,u,,,,,u,u̘,2
1408,keda1252-leuwa,9,i̘,,i,,,,,i,i̘,2
1405,keda1252-leuwa,7,ɛ̘,,e,,,,,e,ɛ̘,2
1402,keda1252-leuwa,5,ɔ̘,,o,,,,,o,ɔ̘,2
1399,keda1252-leuwa,1,æ̘,,è,,,,,è,æ̘,2
1396,keda1252-leuwa,252,a,,ibid.,,,,,a,a,1
1422,keda1252-leuwa,169,ʔ,,ibid.,,,,,’,ʔ,1
1395,keda1252-leuwa,143,_,, ,space,,,, ,_,1
1401,keda1252-leuwa,141,ɔ,,ibid.,,,,,n./a.,ɔ,1
1404,keda1252-leuwa,137,ɛ,,e,,,,,e,ɛ,1
1419,keda1252-leuwa,116,u,,u,,,,,u,u,1
1407,keda1252-leuwa,113,i,,i,,,,,i,i,1
1411,keda1252-leuwa,101,l,,ibid.,,,,,l,l,1
1416,keda1252-leuwa,96,r,,ibid.,,,,,r,r,1
1400,keda1252-leuwa,89,b,,ibid.,,,,,b,b,1
1413,keda1252-leuwa,82,n,,ibid.,,,,,n,n,1
1418,keda1252-leuwa,70,t,,ibid.,,,,,t,t,1
1410,keda1252-leuwa,67,k,,ibid.,,,,,k,k,1
1414,keda1252-leuwa,67,ŋ,,ibid.,,,,,ng,ŋ,1
1398,keda1252-leuwa,65,æ,,è,,,,,è,æ,1
1403,keda1252-leuwa,54,d,,ibid.,,,,,d,d,1
1412,keda1252-leuwa,47,m,,ibid.,,,,,m,m,1
1406,keda1252-leuwa,46,h,,ibid.,,,,,h,h,1
1415,keda1252-leuwa,42,p,,ibid.,,,,,p,p,1
1421,keda1252-leuwa,41,v,,v,,,,,v,v,1
1409,keda1252-leuwa,19,j,,ibid.,,,,,y,j,1
1417,keda1252-leuwa,9,s,,ibid.,,,,,s,s,1
1457,kelo1247-bring,6,ʊː,,uu,,,,,uu,ʊː,2
1441,kelo1247-bring,4,iː,,ii,,,,,ii,iː,2
1435,kelo1247-bring,3,ɛː,,ee,,,,,ee,ɛː,2
1433,kelo1247-bring,1,eː,,é,,,,,é,eː,2
1426,kelo1247-bring,1,ɑː,,ibid.,,,,,n./a.,ɑː,2
1449,kelo1247-bring,1,oː,,oo,,,,,oo,oː,2
1456,kelo1247-bring,1,uː,,uu,,,,,uu,uː,2
1432,kelo1247-bring,107,ə,,˞è,,,,,˞è,ə,1
1443,kelo1247-bring,80,k,,ibid.,,,,,k,k,1
1434,kelo1247-bring,79,ɛ,,e,,,,,e,ɛ,1
1425,kelo1247-bring,72,ɑ,,ibid.,,,,,n./a.,ɑ,1
1446,kelo1247-bring,63,n,,ibid.,,,,,n,n,1
1451,kelo1247-bring,59,r,,ibid.,,,,,r,r,1
1453,kelo1247-bring,56,t,,ibid.,,,,,t,t,1
1436,kelo1247-bring,50,g,,ibid.,,,,,g,g,1
1444,kelo1247-bring,48,l,,ibid.,,,,,l,l,1
1445,kelo1247-bring,47,m,,ibid.,,,,,m,m,1
1455,kelo1247-bring,44,ʊ,,u,,,,,u,ʊ,1
1439,kelo1247-bring,43,i,,i,,,,,i,i,1
1438,kelo1247-bring,43,h,,ibid.,,,,,h,h,1
1440,kelo1247-bring,36,ɪ,,i,,,,,i,ɪ,1
1448,kelo1247-bring,34,o,,o,,,,,o,o,1
1427,kelo1247-bring,33,b,,ibid.,,,,,b,b,1
1430,kelo1247-bring,32,d,,ibid.,,,,,d,d,1
1458,kelo1247-bring,25,w,,ibid.,,,,,w,w,1
1454,kelo1247-bring,25,u,,u,,,,,u,u,1
1450,kelo1247-bring,17,p,,ibid.,,,,,p,p,1
1447,kelo1247-bring,14,ŋ,,ibid.,,,,,ng,ŋ,1
1459,kelo1247-bring,14,ʔ,,ibid.,,,,,’,ʔ,1
1429,kelo1247-bring,13,ɔ,,ibid.,,,,,n./a.,ɔ,1
1431,kelo1247-bring,5,e,,é,,,,,é,e,1
1442,kelo1247-bring,4,j,,ibid.,,,,,y,j,1
1452,kelo1247-bring,4,s,,ibid.,,,,,s,s,1
1424,kelo1247-bring,2,a,,ibid.,,,,,a,a,1
1428,kelo1247-bring,1,c,t͡ʃ,c,,,,,c,c,1
1437,kelo1247-bring,1,ɤ,,o,,,,,o,ɤ,1
1463,kelo1247-hopte,97,aː,,aa,,,,,aa,aː,2
1476,kelo1247-hopte,35,iː,,ii,,,,,ii,iː,2
1492,kelo1247-hopte,30,uː,,uu,,,,,uu,uː,2
1472,kelo1247-hopte,29,ɛː,,ee,,,,,ee,ɛː,2
1466,kelo1247-hopte,19,ɔː,,oo,,,,,oo,ɔː,2
1470,kelo1247-hopte,9,eː,,ee,,,,,ee,eː,2
1486,kelo1247-hopte,3,oː,,oo,,,,,oo,oː,2
1479,kelo1247-hopte,280,k,,ibid.,,,,,k,k,1
1469,kelo1247-hopte,274,ə,,˞è,,,,,˞è,ə,1
1475,kelo1247-hopte,247,i,,i,,,,,i,i,1
1461,kelo1247-hopte,242,_,, ,space,,,, ,_,1
1494,kelo1247-hopte,233,ʔ,,ibid.,,,,,’,ʔ,1
1462,kelo1247-hopte,221,a,,ibid.,,,,,a,a,1
1490,kelo1247-hopte,212,t,,ibid.,,,,,t,t,1
1491,kelo1247-hopte,185,u,,u,,,,,u,u,1
1482,kelo1247-hopte,178,n,,ibid.,,,,,n,n,1
1488,kelo1247-hopte,173,r,,ibid.,,,,,r,r,1
1481,kelo1247-hopte,148,m,,ibid.,,,,,m,m,1
1480,kelo1247-hopte,143,l,,ibid.,,,,,l,l,1
1473,kelo1247-hopte,119,g,,ibid.,,,,,g,g,1
1474,kelo1247-hopte,116,h,,ibid.,,,,,h,h,1
1465,kelo1247-hopte,115,ɔ,,ò,,,,,ò,ɔ,1
1471,kelo1247-hopte,112,ɛ,,e,,,,,e,ɛ,1
1464,kelo1247-hopte,102,b,,ibid.,,,,,b,b,1
1467,kelo1247-hopte,102,d,,ibid.,,,,,d,d,1
1468,kelo1247-hopte,73,e,,é,,,,,é,e,1
1493,kelo1247-hopte,71,w,,ibid.,,,,,w,w,1
1484,kelo1247-hopte,60,ŋ,,ibid.,,,,,ng,ŋ,1
1487,kelo1247-hopte,41,p,,ibid.,,,,,p,p,1
1477,kelo1247-hopte,23,j,,ibid.,,,,,y,j,1
1483,kelo1247-hopte,21,ɲ,,in,,,,,in,ɲ,1
1489,kelo1247-hopte,18,s,,ibid.,,,,,s,s,1
1485,kelo1247-hopte,15,o,,o,,,,,o,o,1
1478,kelo1247-hopte,7,ɟ,d͡ʒ,j,,,,,j,ɟ,1
1501,kema1243,1,ãː,,aa,,,,,aa,ãː,3
1500,kema1243,9,aː,,aa,,,,,aa,aː,2
1504,kema1243,8,ɔː,,oo,,,,,oo,ɔː,2
1508,kema1243,4,eː,,ee,,,,,ee,eː,2
1510,kema1243,4,ɛː,,ee,,,,,ee,ɛː,2
1529,kema1243,4,uː,,uu,,,,,uu,uː,2
1514,kema1243,3,iː,,ii,,,,,ii,iː,2
1528,kema1243,2,ũ,,u,,,,,u,ũ,2
1498,kema1243,1,ã,,a,,,,,a,ã,2
1521,kema1243,1,oː,,oo,,,,,oo,oː,2
1525,kema1243,1,sː,,s,,,,,s,sː,2
1530,kema1243,,ʔ#,,zero,,,,,zero,ʔ#,2
1497,kema1243,163,a,,ibid.,,,,,a,a,1
1513,kema1243,141,i,,i,,,,,i,i,1
1523,kema1243,114,r,,ibid.,,,,,r,r,1
1527,kema1243,113,u,,u,,,,,u,u,1
1518,kema1243,99,n,,ibid.,,,,,n,n,1
1499,kema1243,96,ɑ,,ibid.,,,,,n./a.,ɑ,1
1524,kema1243,75,s,,ibid.,,,,,s,s,1
1531,kema1243,74,ʔ,,ibid.,,,,,’,ʔ,1
1526,kema1243,71,t,,ibid.,,,,,t,t,1
1516,kema1243,69,l,,ibid.,,,,,l,l,1
1517,kema1243,68,m,,ibid.,,,,,m,m,1
1503,kema1243,62,ɔ,,ibid.,,,,,n./a.,ɔ,1
1496,kema1243,57,_,, ,space,,,, ,_,1
1502,kema1243,48,b,,ibid.,,,,,b,b,1
1506,kema1243,44,e,,e,,,,,e,e,1
1512,kema1243,42,h,,ibid.,,,,,h,h,1
1509,kema1243,39,ɛ,,e,,,,,e,ɛ,1
1522,kema1243,38,p,,ibid.,,,,,p,p,1
1511,kema1243,27,g,,ibid.,,,,,g,g,1
1505,kema1243,18,d,,ibid.,,,,,d,d,1
1515,kema1243,18,k,,ibid.,,,,,k,k,1
1520,kema1243,18,o,,o,,,,,o,o,1
1507,kema1243,15,ə,,zero,,,,,zero,ə,1
1519,kema1243,1,ŋ,,ibid.,,,,,ng,ŋ,1
1543,kema1243-kaila,41,ə̆,,zero,,,,,zero,ə̆,2
1537,kema1243-kaila,21,aː,,aa,,,,,aa,aː,2
1544,kema1243-kaila,15,eː,,ee,,,,,ee,eː,2
1554,kema1243-kaila,13,oː,,oo,,,,,oo,oː,2
1560,kema1243-kaila,9,uː,,uu,,,,,uu,uː,2
1548,kema1243-kaila,7,iː,,ii,,,,,ii,iː,2
1539,kema1243-kaila,6,ɔ̆,,zero,,,,,zero,ɔ̆,2
1536,kema1243-kaila,4,ɐ̆,,zero,,,,,zero,ɐ̆,2
1541,kema1243-kaila,2,dʒ,,ibid.,,,,,j,dʒ,2
1535,kema1243-kaila,644,a,,ibid.,,,,,a,a,1
1559,kema1243-kaila,308,u,,u,,,,,u,u,1
1552,kema1243-kaila,280,n,,ibid.,,,,,n,n,1
1547,kema1243-kaila,262,i,,i,,,,,i,i,1
1556,kema1243-kaila,233,r,,ibid.,,,,,r,r,1
1550,kema1243-kaila,207,l,,ibid.,,,,,l,l,1
1542,kema1243-kaila,197,e,,e,,,,,e,e,1
1533,kema1243-kaila,182,_,, ,space,,,, ,_,1
1558,kema1243-kaila,180,t,,ibid.,,,,,t,t,1
1557,kema1243-kaila,164,s,,ibid.,,,,,s,s,1
1553,kema1243-kaila,151,o,,o,,,,,o,o,1
1551,kema1243-kaila,143,m,,ibid.,,,,,m,m,1
1538,kema1243-kaila,102,b,,ibid.,,,,,b,b,1
1555,kema1243-kaila,80,p,,ibid.,,,,,p,p,1
1546,kema1243-kaila,78,h,,ibid.,,,,,h,h,1
1540,kema1243-kaila,68,d,,ibid.,,,,,d,d,1
1545,kema1243-kaila,67,g,,ibid.,,,,,g,g,1
1549,kema1243-kaila,66,k,,ibid.,,,,,k,k,1
1561,kema1243-kaila,38,ʔ,,ibid.,,,,,’,ʔ,1
1534,kema1243-kaila,2,+,,n./a.,,,,,n./a.,+,1
1591,keoo1238,16,dʒ,,ibid.,,,,,j,dʒ,2
1587,keoo1238,,mb,m͡b,mb,,,,,mb,mb,2
1588,keoo1238,,nd,n͡d,nd,,,,,nd,nd,2
1589,keoo1238,,ŋg,ŋ͡g,ngg,,,,,ngg,ŋg,2
1563,keoo1238,520,a,,ibid.,,,,,a,a,1
1585,keoo1238,266,u,,u,,,,,u,u,1
1573,keoo1238,208,i,,i,,,,,i,i,1
1568,keoo1238,190,e,,é,,,,,é,e,1
1580,keoo1238,174,o,,o,,,,,o,o,1
1577,keoo1238,170,m,,ibid.,,,,,m,m,1
1566,keoo1238,163,d,,ibid.,,,,,d,d,1
1592,keoo1238,143,ʔ,,ibid.,,,,,’,ʔ,1
1569,keoo1238,124,ə,,e,,,,,e,ə,1
1583,keoo1238,121,s,,ibid.,,,,,s,s,1
1575,keoo1238,114,k,,ibid.,,,,,k,k,1
1584,keoo1238,112,t,,ibid.,,,,,t,t,1
1581,keoo1238,97,p,,ibid.,,,,,p,p,1
1578,keoo1238,96,n,,ibid.,,,,,n,n,1
1564,keoo1238,91,b,,ibid.,,,,,b,b,1
1582,keoo1238,86,r,,ibid.,,,,,r,r,1
1586,keoo1238,70,w,,ibid.,,,,,w,w,1
1579,keoo1238,64,ŋ,,ibid.,,,,,ng,ŋ,1
1576,keoo1238,40,l,,ibid.,,,,,l,l,1
1571,keoo1238,34,g,,ibid.,,,,,g,g,1
1565,keoo1238,22,ɓ,ˀb,bh,,,,,bh,ɓ,1
1572,keoo1238,17,h,,ibid.,,,,,h,h,1
1567,keoo1238,14,ɗ,ˀd,dh,,,,,dh,ɗ,1
1590,keoo1238,9,x,,gh,,,,,gh,x,1
1570,keoo1238,6,f,,ibid.,,,,,f,f,1
1574,keoo1238,2,j,,ibid.,,,,,y,j,1
1601,kira1248,3,eː,,e,,,,,e,eː,2
1599,kira1248,2,dʒ,,ibid.,,,,,j,dʒ,2
1609,kira1248,2,lː,,l,,,,,l,lː,2
1596,kira1248,482,a,,ibid.,,,,,a,a,1
1611,kira1248,174,n,,ibid.,,,,,n,n,1
1604,kira1248,172,i,,i,,,,,i,i,1
1607,kira1248,165,k,,ibid.,,,,,k,k,1
1618,kira1248,158,u,,u,,,,,u,u,1
1613,kira1248,121,o,,o,,,,,o,o,1
1608,kira1248,117,l,,ibid.,,,,,l,l,1
1600,kira1248,112,e,,e,,,,,e,e,1
1617,kira1248,105,t,,ibid.,,,,,t,t,1
1615,kira1248,104,r,,ibid.,,,,,r,r,1
1597,kira1248,83,b,,ibid.,,,,,b,b,1
1616,kira1248,81,s,,ibid.,,,,,s,s,1
1610,kira1248,72,m,,ibid.,,,,,m,m,1
1594,kira1248,66,_,, ,space,,,, ,_,1
1603,kira1248,65,g,,ibid.,,,,,g,g,1
1614,kira1248,40,p,,ibid.,,,,,p,p,1
1619,kira1248,39,w,,ibid.,,,,,w,w,1
1598,kira1248,38,d,,ibid.,,,,,d,d,1
1606,kira1248,29,j,,ibid.,,,,,y,j,1
1620,kira1248,9,ʔ,,ibid.,,,,,’,ʔ,1
1602,kira1248,7,ɛ,,e,,,,,e,ɛ,1
1605,kira1248,3,ɪ,,i,,,,,i,ɪ,1
1612,kira1248,3,ŋ,,ibid.,,,,,ng,ŋ,1
1595,kira1248,2,+,,n./a.,,,,,n./a.,+,1
1656,komo1261,,ɲtʃ,ɲ͡t͡ʃ,nc,,,,,nc,ɲtʃ,3
1652,komo1261,,ɲdʒ,ɲ͡d͡ʒ,nj,,,,,nj,ɲdʒ,3
1649,komo1261,40,dʒ,,ibid.,,,,,j,dʒ,2
1645,komo1261,21,tʃ,,ibid.,,,,,c,tʃ,2
1650,komo1261,,mb,m͡b,mb,,,,,mb,mb,2
1654,komo1261,,mp,m͡p,mp,,,,,mp,mp,2
1651,komo1261,,nd,n͡d,nd,,,,,nd,nd,2
1653,komo1261,,ŋg,ŋ͡g,ngg,,,,,ngg,ŋg,2
1657,komo1261,,ŋk,ŋ͡k,ngk,,,,,ngk,ŋk,2
1655,komo1261,,nt,n͡t,nt,,,,,nt,nt,2
1623,komo1261,505,a,,ibid.,,,,,a,a,1
1647,komo1261,221,u,,u,,,,,u,u,1
1641,komo1261,190,o,,o,,,,,o,o,1
1633,komo1261,184,i,,i,,,,,i,i,1
1628,komo1261,153,e,,é,,,,,é,e,1
1635,komo1261,149,k,,ibid.,,,,,k,k,1
1640,komo1261,146,ŋ,,ibid.,,,,,ng,ŋ,1
1646,komo1261,145,t,,ibid.,,,,,t,t,1
1636,komo1261,120,l,,ibid.,,,,,l,l,1
1638,komo1261,113,n,,ibid.,,,,,n,n,1
1637,komo1261,107,m,,ibid.,,,,,m,m,1
1643,komo1261,97,r,,ibid.,,,,,r,r,1
1629,komo1261,90,ə,,e,,,,,e,ə,1
1644,komo1261,88,s,,ibid.,,,,,s,s,1
1648,komo1261,82,w,,ibid.,,,,,w,w,1
1632,komo1261,78,h,,ibid.,,,,,h,h,1
1642,komo1261,78,p,,ibid.,,,,,p,p,1
1658,komo1261,69,ʔ,,ibid.,,,,,’,ʔ,1
1625,komo1261,60,ɓ,,bh,,,,,bh,ɓ,1
1626,komo1261,53,d,,ibid.,,,,,d,d,1
1627,komo1261,46,ɗ,,dh,,,,,dh,ɗ,1
1631,komo1261,35,g,,ibid.,,,,,g,g,1
1624,komo1261,17,b,,ibid.,,,,,b,b,1
1639,komo1261,10,ɲ,,n,,,,,n,ɲ,1
1622,komo1261,7,+,,n./a.,,,,,n./a.,+,1
1630,komo1261,2,f,,ibid.,,,,,f,f,1
1634,komo1261,1,j,,ibid.,,,,,y,j,1
1663,koto1251,21,aː,,aa,,,,,aa,aː,2
1668,koto1251,17,eː,,ee,,,,,ee,eː,2
1685,koto1251,14,uː,,uu,,,,,uu,uː,2
1672,koto1251,12,iː,,ii,,,,,ii,iː,2
1679,koto1251,7,oː,,oo,,,,,oo,oː,2
1666,koto1251,1,dʒ,,ibid.,,,,,j,dʒ,2
1662,koto1251,591,a,,ibid.,,,,,a,a,1
1677,koto1251,556,n,,ibid.,,,,,n,n,1
1661,koto1251,326,+,,n./a.,,,,,n./a.,+,1
1684,koto1251,294,u,,u,,,,,u,u,1
1686,koto1251,266,ʔ,,ibid.,,,,,’,ʔ,1
1667,koto1251,234,e,,e,,,,,e,e,1
1671,koto1251,223,i,,i,,,,,i,i,1
1678,koto1251,206,o,,o,,,,,o,o,1
1669,koto1251,186,f,,ibid.,,,,,f,f,1
1683,koto1251,183,t,,ibid.,,,,,t,t,1
1676,koto1251,173,m,,ibid.,,,,,m,m,1
1674,koto1251,171,k,,ibid.,,,,,k,k,1
1682,koto1251,147,s,,ibid.,,,,,s,s,1
1681,koto1251,113,r,,ibid.,,,,,r,r,1
1660,koto1251,108,_,, ,space,,,, ,_,1
1664,koto1251,103,b,,ibid.,,,,,b,b,1
1680,koto1251,72,p,,ibid.,,,,,p,p,1
1670,koto1251,64,h,,ibid.,,,,,h,h,1
1665,koto1251,2,d,,ibid.,,,,,d,d,1
1673,koto1251,1,j,,ibid.,,,,,y,j,1
1675,koto1251,1,l,,ibid.,,,,,l,l,1
1695,kuii1253,6,eː,,ee,,,,,ee,eː,2
1712,kuii1253,5,uː,,uu,,,,,uu,uː,2
1691,kuii1253,3,aː,,aa,,,,,aa,aː,2
1698,kuii1253,1,iː,,ii,,,,,ii,iː,2
1706,kuii1253,1,oː,,oo,,,,,oo,oː,2
1690,kuii1253,440,a,,ibid.,,,,,a,a,1
1699,kuii1253,167,k,,ibid.,,,,,k,k,1
1697,kuii1253,155,i,,i,,,,,i,i,1
1702,kuii1253,147,n,,ibid.,,,,,n,n,1
1694,kuii1253,140,e,,e,,,,,e,e,1
1710,kuii1253,138,t,,ibid.,,,,,t,t,1
1708,kuii1253,132,r,,ibid.,,,,,r,r,1
1711,kuii1253,125,u,,u,,,,,u,u,1
1700,kuii1253,118,l,,ibid.,,,,,l,l,1
1705,kuii1253,116,o,,o,,,,,o,o,1
1688,kuii1253,85,_,, ,space,,,, ,_,1
1692,kuii1253,77,b,,ibid.,,,,,b,b,1
1701,kuii1253,75,m,,ibid.,,,,,m,m,1
1709,kuii1253,70,s,,ibid.,,,,,s,s,1
1696,kuii1253,63,g,,ibid.,,,,,g,g,1
1707,kuii1253,41,p,,ibid.,,,,,p,p,1
1713,kuii1253,41,w,,ibid.,,,,,w,w,1
1693,kuii1253,31,d,,ibid.,,,,,d,d,1
1689,kuii1253,31,+,,n./a.,,,,,n./a.,+,1
1704,kuii1253,16,ŋ,,ibid.,,,,,ng,ŋ,1
1714,kuii1253,16,y,j,y,,,,,y,y,1
1703,kuii1253,1,ɲ,,ny,,,,,ny,ɲ,1
1722,kula1280-lanto,18,dʒ,,ibid.,,,,,j,dʒ,2
1733,kula1280-lanto,1,iː,,i,,,,,i,iː,2
1723,kula1280-lanto,,ej,,áy,,,,,áy,ej,2
1726,kula1280-lanto,,jɛ,,yá,,,,,yá,jɛ,2
1718,kula1280-lanto,356,a,,ibid.,,,,,a,a,1
1716,kula1280-lanto,215,_,, ,space,,,, ,_,1
1735,kula1280-lanto,161,k,,ibid.,,,,,k,k,1
1730,kula1280-lanto,134,i,,i,,,,,i,i,1
1738,kula1280-lanto,125,n,,ibid.,,,,,n,n,1
1736,kula1280-lanto,121,l,,ibid.,,,,,l,l,1
1745,kula1280-lanto,112,u,,ibid.,,,,,n./a.,u,1
1744,kula1280-lanto,102,t,,ibid.,,,,,t,t,1
